,tc_code,domain,kingdom_phylum,des_short,des_long,dir,tcat,cot,rev,chebi,bigg,rid,rstrings
819,1.B.14.2.10,Bacteria,Pseudomonadota,Heme transporter BhuA (Brucella heme uptake protein A),Heme transporter BhuA (Brucella heme uptake protein A),{'uptake'},,,,{'5651': 'ferroheme b'},{'5651': {'pheme'}},R_1_B_14_2_10,{'5651': set()}
820,1.B.14.2.11,Bacteria,Pseudomonadota,Heme/hemopexin utilization protein C,Heme/hemopexin utilization protein C,{'uptake'},,,,{'5651': 'ferroheme b'},{'5651': {'pheme'}},R_1_B_14_2_11,{'5651': set()}
821,1.B.14.2.12,Bacteria,Pseudomonadota,"The transferrin receptor/lipoprotein complex, TbpAB (TbpA  receptor, 912aas; TbpB lipoprotein, 625aas)","The transferrin receptor/lipoprotein complex, TbpAB (TbpA  receptor, 912aas; TbpB lipoprotein, 625aas). The plug domain can fold independently of the beta-barrel, but extracellular loops of the beta-barrel are required for ferritin binding (Oke et al. 2004).",{'uptake'},,,,{'2786': 'Apotransferrin'},{'2786': {'apotfen'}},R_1_B_14_2_12,{'2786': set()}
822,1.B.14.2.13,Bacteria,Pseudomonadota,"Hemoglobin receptor, HgbA","Hemoglobin receptor, HgbA.  Residues for hemoglobin binding and utilization differ (Fusco et al. 2013).",{'uptake'},,,,{'5656': 'deoxyhemoglobin'},{'5656': set()},R_1_B_14_2_13,{'5656': set()}
823,1.B.14.2.14,Bacteria,Pseudomonadota,"Heme/hemoglobin receptor of 660 aas and 22 C-terminal β-strands with an N-terminal ""plug"" domain, ShuA","Heme/hemoglobin receptor of 660 aas and 22 C-terminal β-strands with an N-terminal ""plug"" domain, ShuA.  The 3-d structure is known to 2.6 Å resolution, revealing the histidyl residues in the barrel and plug that can interact with heme (Cobessi et al. 2010).",{'uptake'},,,,{},{},R_1_B_14_2_14,{}
824,1.B.14.2.15,Bacteria,Pseudomonadota,"Uncharacterized outer membrane receptor, probably for iron transport.","Uncharacterized outer membrane receptor, probably for iron transport.",{'uptake'},,,,{'34755': 'iron(3+)'},{'34755': {'fe3'}},R_1_B_14_2_15,{'34755': set()}
825,1.B.14.2.16,Bacteria,Pseudomonadota,"Transferrin binding protein A, TbpA of 914 aas","Transferrin binding protein A, TbpA of 914 aas. A 3-D model revealed a narrow channel through the entire length of the protein. The spatial arrangement of external loops, and their relevance to the mechanism of iron translocation is presented (Oakhill et al. 2005).",{'uptake'},,,,"{'2784': 'Apoferritin', '5974': 'iron atom'}","{'2784': {'apofetn'}, '5974': set()}",R_1_B_14_2_16,"{'2784': set(), '5974': set()}"
826,1.B.14.2.17,Bacteria,Pseudomonadota,"The iron-catechol siderophore uptake/receptor, VctA, of 659 aas","The iron-catechol siderophore uptake/receptor, VctA, of 659 aas.  Linear enterobactin derivatives are substrates, but it also transports the synthetic siderophore MECAM 
[1,3,5-N,N',N″-tris-(2,3-dihydroxybenzoyl)-triaminomethylbenzene] (Wyckoff et al. 2015).",{'uptake'},,,,{},{},R_1_B_14_2_17,{}
827,1.B.14.3.1,Bacteria,Pseudomonadota,BtuB cobalamin receptor (also transports phage C1 DNA across the outer membrane),"BtuB cobalamin receptor (also transports phage C1 DNA across the outer membrane). Two Ca2+ binding sites in BtuB mediate cobalamine binding (Cadieux et al., 2007). Cobalamine uptake into the periplasm is reversible, but efflux is pmf-independent (Cadieux et al., 2007). The 3-d structure is available (PDB#1NQE).  The Ton box and the
extracellular substrate binding site are allosterically coupled (bidirectional), and TonB binding may
initiate a partial round of transport (Sikora et al. 2016).  Substrate binding to the extracellular surface of the protein triggers the unfolding of an energy
coupling motif at the periplasmic surface.  Thus, substrate binding reduces the interaction free
energy between certain residues, thereby triggering the unfolding of the energy coupling motif (Lukasik et al. 2007). Multiple extracellular loops contribute to substrate binding and transport by BtuB (Fuller-Schaefer and Kadner 2005).",{'uptake'},,,,{'17439': 'cyanocob(III)alamin'},{'17439': set()},R_1_B_14_3_1,{'17439': set()}
828,1.B.14.3.2,Bacteria,Myxococcota,TonB-dependent receptor (Bhat et al,TonB-dependent receptor (Bhat et al. 2011).,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_3_2,{'25367': set()}
829,1.B.14.3.3,Bacteria,Myxococcota,TonB-dependent receptor (Bhat et al,TonB-dependent receptor (Bhat et al. 2011).,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_3_3,{'25367': set()}
830,1.B.14.3.4,Bacteria,Myxococcota,TonB-dependent receptor (Bhat et al,TonB-dependent receptor (Bhat et al. 2011).,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_3_4,{'25367': set()}
831,1.B.14.3.5,Bacteria,Myxococcota,TonB-dependent receptor (Bhat et al,TonB-dependent receptor (Bhat et al. 2011).,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_3_5,{'25367': set()}
832,1.B.14.3.6,Bacteria,Myxococcota,"Probable siderophore-specific outer membrane receptor of 869 aas, MxcH","Probable siderophore-specific outer membrane receptor of 869 aas, MxcH",{'uptake'},,,,{},{},R_1_B_14_3_6,{}
833,1.B.14.3.7,Bacteria,Pseudomonadota,TonB-dependent receptor,TonB-dependent receptor,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_3_7,{'25367': set()}
834,1.B.14.4.1,Bacteria,Pseudomonadota,"Cu2+-transporting, Cu2+-regulated outer membrane protein C, OprC (Yoneyama and Nakae 1996)","Cu2+-transporting, Cu2+-regulated outer membrane protein C, OprC (Yoneyama and Nakae 1996). OprC impairs host defense by increasing the quorum-sensing-mediated virulence of P. aeruginosa (Gao et al. 2020).",{'uptake'},,,,{'23380': 'copper(2+)'},{'23380': {'cu2'}},R_1_B_14_4_1,{'23380': set()}
835,1.B.14.4.2,Bacteria,Pseudomonadota,"Cu2+-transporting, outer membrane protein, NosA","Cu2+-transporting, outer membrane protein, NosA",{'uptake'},,,,{'23380': 'copper(2+)'},{'23380': {'cu2'}},R_1_B_14_4_2,{'23380': set()}
836,1.B.14.4.3,Bacteria,Pseudomonadota,TonB-dependent receptor/channel for substrate uptake across the outer membrane of 656 aas,TonB-dependent receptor/channel for substrate uptake across the outer membrane of 656 aas,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_4_3,{'25367': set()}
837,1.B.14.5.1,Bacteria,Pseudomonadota,"HasR receptor-HasA haemophore heme receptor complex (HasA, an extracellular heme binding protein, binds one heme and transfers it directly to HasR, which uses HasB (2.C.1.1.2) (a TonB homologue) instead of TonB (2.C.1.1.1) for energization) (Benevides-Matos et al., 2008; Izadi-Pruneyre et al., 2006; Lefèvre et al., 2008; Benevides-Matos and Biville, 2010)","HasR receptor-HasA haemophore heme receptor complex (HasA, an extracellular heme binding protein, binds one heme and transfers it directly to HasR, which uses HasB (2.C.1.1.2) (a TonB homologue) instead of TonB (2.C.1.1.1) for energization) (Benevides-Matos et al., 2008; Izadi-Pruneyre et al., 2006; Lefèvre et al., 2008; Benevides-Matos and Biville, 2010). A signaling domain in HasR interacts with a partially unfolded periplasmic domain of an antisigma factor, HasS, to control transcription by an ECF sigma factor (Malki et al. 2014).  The
HasR domain responsible for signal transfer is highly flexible in two stages of signaling,
extends into the periplasm at about 70 to 90 A from the HasR beta-barrel and exhibits local
conformational changes in response to the arrival of signaling activators (Wojtowicz et al. 2016).",{'uptake'},,,,{'5651': 'ferroheme b'},{'5651': {'pheme'}},R_1_B_14_5_1,{'5651': set()}
838,1.B.14.5.2,Bacteria,Pseudomonadota,The heme receptor HxuC (PA1302) serves as a pyocin M4 (Colicin M-type; PaeM4) target at the cellular surface.,The heme receptor HxuC (PA1302) serves as a pyocin M4 (Colicin M-type; PaeM4) target at the cellular surface.,{'uptake'},,,,{'5651': 'ferroheme b'},{'5651': {'pheme'}},R_1_B_14_5_2,{'5651': set()}
839,1.B.14.6.1,Bacteria,Bacteroidota,SusC receptor/porin for maltooligosaccharides (up to maltoheptaose),SusC receptor/porin for maltooligosaccharides (up to maltoheptaose). Forms a complex with and functions with SusD porin (TC# 8.A.46.1.1) as well as SusE and SusF porins (TC#s 1.B.38.1.1 and 1.2) as well as the SusG α-amylase (TC#8.A.9.1.3).  These proteins are all involved in starch utilization (Shipman et al. 2000; Reeves et al. 1997; Cho and Salyers 2001; Foley et al. 2018).,{'uptake'},,,,{'17593': 'maltooligosaccharide'},{'17593': set()},R_1_B_14_6_1,{'17593': set()}
840,1.B.14.6.2,Bacteria,Bacteroidota,The Omp200 porin complex (consists of Omp121 [an OMR family member] and Omp71 [a protein nonhomologous to other proteins in the databases]),The Omp200 porin complex (consists of Omp121 [an OMR family member] and Omp71 [a protein nonhomologous to other proteins in the databases]),{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_2,{'25367': set()}
841,1.B.14.6.3,Bacteria,Myxococcota,"Outer membrane porin required for intercellular signalling via C-signal (CsgA), Oar (Bhat et al","Outer membrane porin required for intercellular signalling via C-signal (CsgA), Oar (Bhat et al. 2011).",{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_3,{'25367': set()}
842,1.B.14.6.4,Bacteria,Pseudomonadota,"TonB-dependent outer membrane porin/receptor, Oar","TonB-dependent outer membrane porin/receptor, Oar",{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_4,{'25367': set()}
843,1.B.14.6.5,Bacteria,Bacteroidota,TonB-dependent outer membrane receptor of 792 aas.,TonB-dependent outer membrane receptor of 792 aas.,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_5,{'25367': set()}
844,1.B.14.6.6,Bacteria,Spirochaetota,TonB-dependent receptor of 970 aas,TonB-dependent receptor of 970 aas,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_6,{'25367': set()}
845,1.B.14.6.7,Bacteria,Bacteroidota,TonB-dependent receptor,TonB-dependent receptor,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_7,{'25367': set()}
846,1.B.14.6.8,Bacteria,Bacteroidota,Putative OMR (DUF4480) of 709 aas and one N-terminal TMS,Putative OMR (DUF4480) of 709 aas and one N-terminal TMS.  The first 120 residues show sequence similarity with TC#1.B.14.6.2.,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_8,{'25367': set()}
847,1.B.14.6.9,Bacteria,Bacteroidota,"Putative OMR (DUF4480) of 828 aas, and N-terminal TMS and 32 predicted TM β-strands.","Putative OMR (DUF4480) of 828 aas, and N-terminal TMS and 32 predicted TM β-strands.",{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_9,{'25367': set()}
848,1.B.14.6.10,Bacteria,Bacteroidota,DUF4480 putative OMR of 835 aas.,DUF4480 putative OMR of 835 aas.,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_10,{'25367': set()}
849,1.B.14.6.11,Bacteria,Bacteroidota,OMR (DUF4480) of 976 aas,OMR (DUF4480) of 976 aas,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_11,{'25367': set()}
850,1.B.14.6.12,Bacteria,Bacteroidota,OMR (DUF4480) of 775 aas,OMR (DUF4480) of 775 aas,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_12,{'25367': set()}
851,1.B.14.6.13,Bacteria,Bacteroidota,SusC homologue of 940 aas,SusC homologue of 940 aas.  Functions with SusD homolgoue TC# 8.A.46.1.2.,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_13,{'25367': set()}
852,1.B.14.6.14,Bacteria,Bacteroidota,Putative porin of 830 aas and 16 predicted TMSs,Putative porin of 830 aas and 16 predicted TMSs.  The β-barrel domain is the N-terminal ~250 aas which corresponds to the DUF4480 or Peptidase M14NE family in Pfam.  The large hydrophilic C-terminal domain is of unknown function.,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_6_14,{'25367': set()}
853,1.B.14.6.15,Bacteria,Proteobacteria,TonB-dependent collagenase (proteinase) of 1047 aas (Bhattacharya et al,"TonB-dependent collagenase (proteinase) of 1047 aas (Bhattacharya et al. 2017).  The primary pathogen of the Great Barrier Reef sponge, Rhopaloeides odorabile, identified as a unique strain (NW4327) of Pseudoalteromonas agarivorans. It produces collagenases which degrade R. odorabile skeletal fibers.",{'uptake'},,,,{},{},R_1_B_14_6_15,{}
854,1.B.14.6.16,Bacteria,Bacteroidota,"Possible Iron receptor, RagA of 1036 aas","Possible Iron receptor, RagA of 1036 aas.  Its gene forms part of a small operon which may have arisen via horizontal 
gene transfer into the genome. The 55 kDa antigen (RagB; TC# 8.A.46.3.5), encoded within the same operon, may act in concert at the surface of the bacterium to 
facilitate active transport, mediated through the periplasmic spanning protein, TonB (Curtis et al. 1999).",{'uptake'},,,,{},{},R_1_B_14_6_16,{}
855,1.B.14.6.17,Bacteria,Bacteroidota,SusC of 1041 aas and 1 N-terminal TMS (Joglekar et al,SusC of 1041 aas and 1 N-terminal TMS (Joglekar et al. 2018).,{'uptake'},,,,{},{},R_1_B_14_6_17,{}
856,1.B.14.6.18,Bacteria,Acidobacteriota,TonB-dependent receptor/transporter of 909 aas,TonB-dependent receptor/transporter of 909 aas,{'uptake'},,,,{},{},R_1_B_14_6_18,{}
857,1.B.14.7.1,Bacteria,Pseudomonadota,CjrC outer membrane receptor of 753 aas,"CjrC outer membrane receptor of 753 aas.  It is iron and temperature regulated, and functions with CjrB, a distant TonB homologue (TC# 2.C.1.1.3).  Together these two proteins are required for uptake of colicin J in Shigella and enteroinvasive E. coli strains (Smajs and Weinstock 2001).",{'uptake'},,,,{},{},R_1_B_14_7_1,{}
858,1.B.14.7.2,Bacteria,Pseudomonadota,Probable TonB-dependent receptor NMB1497,Probable TonB-dependent receptor NMB1497,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_7_2,{'25367': set()}
859,1.B.14.7.3,Bacteria,Pseudomonadota,Probable TonB-dependent receptor HI_1217,Probable TonB-dependent receptor HI_1217,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_7_3,{'25367': set()}
860,1.B.14.8.1,Bacteria,Pseudomonadota,"Putative salicin/arbutin (aromatic β-glucoside) receptor, SalC","Putative salicin/arbutin (aromatic β-glucoside) receptor, SalC",{'uptake'},,,,"{'9002': 'salicin', '2806': 'hydroquinone O-beta-D-glucopyranoside'}","{'9002': {'salcn'}, '2806': set()}",R_1_B_14_8_1,"{'9002': set(), '2806': set()}"
861,1.B.14.8.2,Bacteria,Pseudomonadota,"The iron (Fe3+) · pyridine-2,6-bis(thiocarboxylic acid) (PDTC) receptor, PdtK","The iron (Fe3+) · pyridine-2,6-bis(thiocarboxylic acid) (PDTC) receptor, PdtK.  Functions with the MFS carrier, PdtE (TC #2.A.1.55.1) (Leach and Lewis, 2006).",{'uptake'},,,,{'33307': 'thiocarboxylic acid'},{'33307': set()},R_1_B_14_8_2,{'33307': set()}
862,1.B.14.8.3,Bacteria,Pseudomonadota,"Vibriobactin receptor, VuiA or VuuA of 687 aas and 1 N-terminal TMS","Vibriobactin receptor, VuiA or VuuA of 687 aas and 1 N-terminal TMS. There is conserved, global coordinate iron regulation in V. cholerae by the Fur transcription factor, responsive to iron (Butterton et al. 1992). V. cholerae synthesizes and uses the catechol siderophore vibriobactin and also uses siderophores secreted by other species, including enterobactin produced by E. coli (Wyckoff et al. 2015).  ViuB, a putative V. cholerae siderophore-interacting protein (SIP), 
functionally substituted for the E. coli ferric reductase YqjH, which 
promotes the release of iron from the siderophore in the bacterial 
cytoplasm. In V. cholerae, ViuB is required for the use of vibriobactin but is not required for the use of MECAM, fluvibactin, ferrichrome, or the linear derivatives of enterobactin, all substrates of ViuA (Wyckoff et al. 2015).",{'uptake'},,,,{},{},R_1_B_14_8_3,{}
863,1.B.14.8.4,Bacteria,Pseudomonadota,The thiamine receptor (SO2715) (energized by TonB/ExbBD) (Rodionov et al,The thiamine receptor (SO2715) (energized by TonB/ExbBD) (Rodionov et al. 2002),{'uptake'},,,,{'9530': 'thiamine(1+)'},{'9530': {'thm'}},R_1_B_14_8_4,{'9530': set()}
864,1.B.14.8.5,Bacteria,Pseudomonadota,TonB-dependent receptor of 726 aas.,TonB-dependent receptor of 726 aas.,{'uptake'},,,,{'25367': 'molecule'},{'25367': set()},R_1_B_14_8_5,{'25367': set()}
865,1.B.14.8.6,Bacteria,Pseudomonadota,"The  (thio)quinolobactin receptor, QbsI, of 669 aa","The  (thio)quinolobactin receptor, QbsI, of 669 aa",{'uptake'},,,,{},{},R_1_B_14_8_6,{}
866,1.B.14.8.7,Bacteria,Pseudomonadota,FyuA Fe3+-yersiniabactin and pesticin (Psn; a bacteriocin) receptor and uptake protein of 673 aas,"FyuA Fe3+-yersiniabactin and pesticin (Psn; a bacteriocin) receptor and uptake protein of 673 aas. It contributes to biofilm formation and infection (Hancock et al., 2008). It is similar to FrpA, an outer membrane protein involved in piscibactin secretion in Vibrio anguillarum (Lages et al. 2022).",{'uptake'},,,,{'29707': 'Yersiniabactin'},{'29707': set()},R_1_B_14_8_7,{'29707': set()}
867,1.B.14.9.1,Bacteria,Pseudomonadota,RhtA Rhizobactin 1021 (siderophore) receptor/porin,RhtA Rhizobactin 1021 (siderophore) receptor/porin,{'uptake'},,,,{},{},R_1_B_14_9_1,{}
868,1.B.14.9.2,Bacteria,Pseudomonadota,"Acr ferric achromobactin (hydroxycarboxylate siderophore) receptor/porin (Franza et al., 2005)","Acr ferric achromobactin (hydroxycarboxylate siderophore) receptor/porin (Franza et al., 2005)",{'uptake'},,,,{},{},R_1_B_14_9_2,{}
869,1.B.14.9.3,Bacteria,Pseudomonadota,"The ferric ferrichrome/aerobactin receptor/porin, IutA (Forman et al., 2007)","The ferric ferrichrome/aerobactin receptor/porin, IutA (Forman et al., 2007)",{'uptake'},,,,{},{},R_1_B_14_9_3,{}
870,1.B.14.9.4,Bacteria,Campylobacterota,Putative TonB-dependent heme receptor,Putative TonB-dependent heme receptor,{'uptake'},,,,{'5651': 'ferroheme b'},{'5651': {'pheme'}},R_1_B_14_9_4,{'5651': set()}
871,1.B.14.9.5,Bacteria,Pseudomonadota,"TonB-dependent receptor of 700 aas, YncD, a probable iron transporter/receptor in the outer membrane","TonB-dependent receptor of 700 aas, YncD, a probable iron transporter/receptor in the outer membrane.  Deletion of the orthologous yncD genes in Salmonella strains leads to attenuated strains, potentially useful for vaccine development (Xiong et al. 2012; Xiong et al. 2015). Its synthesis is depressed by inclusion of high glucose concentrations in the medium (Yang et al. 2011). YncD is a receptor for a T1-like Escherichia coli phage named vB_EcoS_IME347 (IME347) (Li et al. 2018).",{'uptake'},,,,{'34755': 'iron(3+)'},{'34755': {'fe3'}},R_1_B_14_9_5,{'34755': set()}
872,1.B.14.9.6,Bacteria,Cyanobacteriota,"SchT (IutA) is capable of using dihydroxamate xenosiderophores, either ferric schizokinen (FeSK) or a siderophore of the filamentous cyanobacterium Anabaena variabilis ATCC 29413 (SAV), as the sole source of iron in a TonB-dependent manner (Obando S et al","SchT (IutA) is capable of using dihydroxamate xenosiderophores, either ferric schizokinen (FeSK) or a siderophore of the filamentous cyanobacterium Anabaena variabilis ATCC 29413 (SAV), as the sole source of iron in a TonB-dependent manner (Obando S et al. 2018). Functions with the ABC uptake system having the TC# 3.A.1.14.24.",{'uptake'},,,,"{'84688': 'Fe(III)-complexed hydroxamate siderophore', '84734': 'Fe(III)-complexed siderophore'}","{'84688': set(), '84734': set()}",R_1_B_14_9_6,"{'84688': set(), '84734': set()}"
